TEXT,DEPART,DESTINATION,ERROR
Je suis en train de planifier mon voyage de Gare de Le Croisic à Gare de Marmande. Quelle est la meilleure option de transport?,Gare de Le Croisic,Gare de Marmande,false
Alexis lache cette bouteille je veux aller à Bagnoles- Orne Egl.Mad. en partant de Gare de Carhaix,Gare de Carhaix,Bagnoles- Orne Egl.Mad.,false
Je vais à Gare de Bergerac depuis Le Mont Dore Ski. Quel est le meilleur moyen de transport pour s'y rendre?,Le Mont Dore Ski,Gare de Bergerac,false
Je suis en train de planifier mon voyage de Gare de Dives-Cabourg à Gare de Massiac-Blesle. Quel est le meilleur itinéraire?,Gare de Dives-Cabourg,Gare de Massiac-Blesle,false
Je veux partir de Gare de Besançon-Franche-Comté à Sèlestat-(Schwilgué),Gare de Besançon-Franche-Comté,Sèlestat-(Schwilgué),false
Alexis lache cette bouteille je veux aller à Gare de St-Pierre-des-Corps en partant de Igney (Centre),Igney (Centre),Gare de St-Pierre-des-Corps,false
Depart Gare de Vitry-le-François arrivée Gare de Avesnes,Gare de Vitry-le-François,Gare de Avesnes,false
Emmène moi de Le Mont Dore Ski à Gare de Sarrebourg,Le Mont Dore Ski,Gare de Sarrebourg,false
Je suis en train de planifier mon voyage de Gare de Dourdan à Gare de Mommenheim. Quelle est la meilleure option de transport?,Gare de Dourdan,Gare de Mommenheim,false
Je pars en voyage à Gare de Pont-de-Beauvoisin depuis Gare de Antibes. Quelle est la durée du voyage?,Gare de Antibes,Gare de Pont-de-Beauvoisin,false
Je ne sais pas quoi faire. Il me faut un moyen de transport allant à Gare de Auxerre-St-Gervais depuis Gare de Moûtiers-Salins-Brides. Quels sont mes options?,Gare de Moûtiers-Salins-Brides,Gare de Auxerre-St-Gervais,false
Guide moi pour le trajet de Gare de Bas-Monistrol à Gare de Dreux,Gare de Bas-Monistrol,Gare de Dreux,false
Je pars en voyage à Bresse-Claudel (la) depuis Gare de Remiremont. Quel est le meilleur moyen de transport?,Gare de Remiremont,Bresse-Claudel (la),false
Je pars de Gare de Nogent-sur-Seine pour aller à Sèlestat-(Schwilgué). J'ai entendu dire qu'il y avait des bus qui font le trajet. Est-ce vrai?,Gare de Nogent-sur-Seine,Sèlestat-(Schwilgué),false
Trajet Gare de Vic-le-Comte Gare de Nevers-Le-Banlay,Gare de Vic-le-Comte,Gare de Nevers-Le-Banlay,false
Guide moi pour le trajet de Saverne-(Ht-Barr) à Kédange (Eglise),Saverne-(Ht-Barr),Kédange (Eglise),false
Je pars en voyage à Gare de Eymoutiers-Vassiviere depuis Gare de Sarreguemines. Quel est le meilleur moyen de transport?,Gare de Sarreguemines,Gare de Eymoutiers-Vassiviere,false
Affiche moi les trains qui vont de Sarralbe Centre à Sedan-Place-Calonne,Sarralbe Centre,Sedan-Place-Calonne,false
Je vais à Gare de Foix depuis Gare de Colomiers. Quelle est la durée du voyage en train?,Gare de Colomiers,Gare de Foix,false
Je viens de Thann Arrêt La Poste et je me rends à St-Gervais-Ch-LPA. pour la première fois. Tu peux me conseiller un moyen de transport?,Thann Arrêt La Poste,St-Gervais-Ch-LPA.,false
Je suis en train de planifier mon voyage de Gare de Beslé à Gare de Laon. Quel est le meilleur itinéraire?,Gare de Beslé,Gare de Laon,false
Je vais à Gare de La Souterraine pour la première fois. Quel est le meilleur moyen de transport depuis Gare de Pont-de-Dore?,Gare de Pont-de-Dore,Gare de La Souterraine,false
Je pars en voyage à Gare de Vitré depuis Gare de Arras. Quelle est la durée du voyage?,Gare de Arras,Gare de Vitré,false
Depart Gare de Givet arrivée Gare de Nantes,Gare de Givet,Gare de Nantes,false
Je viens de Gare de Seurre et je me rends à Gare de Clermont-de-l'Oise pour la première fois. Tu peux me conseiller un moyen de transport?,Gare de Seurre,Gare de Clermont-de-l'Oise,false
Comment dois-je m'y prendre pour aller de Gare de Miramas à Gare de Paris-Austerlitz,Gare de Miramas,Gare de Paris-Austerlitz,false
Gare de Issoire à Creutzwald G.R.,Gare de Issoire,Creutzwald G.R.,false
Je vais à Gare de Thann-Saint-Jacques en train depuis Bourges-Gare-Routière. Est-ce que tu sais combien de temps dure le trajet?,Bourges-Gare-Routière,Gare de Thann-Saint-Jacques,false
Je dois aller à Gare de Montauban-de-Bretagne depuis Gare de Morcenx. Quelle est la durée du voyage?,Gare de Morcenx,Gare de Montauban-de-Bretagne,false
Je vais à Gare de Paris Gare du Nord pour la première fois. Quel est le meilleur moyen de transport depuis Liepvre-(-R.-GUTH-)?,Liepvre-(-R.-GUTH-),Gare de Paris Gare du Nord,false
Je suis en train de planifier mon voyage de Dompierre-Halte-Rout. à Gare de Avesnes. Quel est le meilleur itinéraire?,Dompierre-Halte-Rout.,Gare de Avesnes,false
Je vais à Gare de Mommenheim depuis Gare de Montbrison. Quel est le meilleur moyen de transport pour s'y rendre?,Gare de Montbrison,Gare de Mommenheim,false
Je veux partir de Loudrefing à Gare de Luc-en-Diois,Loudrefing,Gare de Luc-en-Diois,false
Je ne sais pas quoi faire. Il me faut un moyen de transport allant à Gare de St-Gervais-L-B-Le-Fayet depuis Allamps-Esat. Quels sont mes options?,Allamps-Esat,Gare de St-Gervais-L-B-Le-Fayet,false
Je dois me rendre à Gare de St-Jean-de-Maurienne-A. depuis Gare de Clermont-de-l'Oise. Quel est le meilleur moyen de transport pour s'y rendre?,Gare de Clermont-de-l'Oise,Gare de St-Jean-de-Maurienne-A.,false
Je ne sais pas ce que je cherche.,Gare de Evreux,Gare de Saales,false
Je dois aller à Gare de Lapeyrouse(Puy-de-Dôme) depuis Gare de Pau. Quel est le meilleur moyen de transport?,Gare de Pau,Gare de Lapeyrouse(Puy-de-Dôme),false
Je pars en voyage à Gare de Mulhouse depuis Gare de Metz-Ville. Quelle est la durée du voyage?,Gare de Metz-Ville,Gare de Mulhouse,false
Je souhaite aller à Gare de St-Jean-de-Maurienne-A. en partant de Gare de Bedous,Gare de Bedous,Gare de St-Jean-de-Maurienne-A.,false
Putain ce téléphone fais que bugger la je veux juste aller de Gare de Joinville à Gare de Autun c'est pas possible ça,Gare de Joinville,Gare de Autun,false
Je dois aller à Gare de Pamiers depuis Gare de Biel. Quel est le meilleur moyen de transport?,Gare de Biel,Gare de Pamiers,false
Je dois aller à Gare de Rang du Fl. Verton Ber. depuis Gare de Le Valdahon. Quel est le meilleur moyen de transport?,Gare de Le Valdahon,Gare de Rang du Fl. Verton Ber.,false
Y'a t-il un train qui va de Gare de Veynes-Dévoluy à Gare de Landau-Pfalz-Hbf?,Gare de Veynes-Dévoluy,Gare de Landau-Pfalz-Hbf,false
Je dois aller à Gare de Aix-en-Provence depuis Gare de Carhaix. Quel est le meilleur moyen de transport?,Gare de Carhaix,Gare de Aix-en-Provence,false
Je vais à Gare de Angers-St-Laud pour la première fois. Quelle est la durée du voyage depuis Gare de Mont-de-Marsan?,Gare de Mont-de-Marsan,Gare de Angers-St-Laud,false
Quel est le meilleur itinéraire pour aller de Gare de Frasne à Gare de Corbigny en passant par Nantes?,Gare de Frasne,Gare de Corbigny,false
Je vais à Gare de Angers-St-Laud depuis Gare de Is-sur-Tille. Quel est le meilleur moyen de transport pour s'y rendre?,Gare de Is-sur-Tille,Gare de Angers-St-Laud,false
Depart Gare de Longwy arrivée Gare de Rosporden,Gare de Longwy,Gare de Rosporden,false
Je dois aller à Gare de Château-Renault depuis Gare de Vernon-Giverny. Quel est le meilleur moyen de transport?,Gare de Vernon-Giverny,Gare de Château-Renault,false
Je suis en train de planifier mon voyage de Pompadour à Gare de La-Rochelle-Pt-Dauphine. Quel est le meilleur itinéraire?,Pompadour,Gare de La-Rochelle-Pt-Dauphine,false
Je suis en train de planifier mon voyage de Gare de Lapeyrouse(Puy-de-Dôme) à Gare de Cernay (Haut-Rhin). Quel est le meilleur itinéraire?,Gare de Lapeyrouse(Puy-de-Dôme),Gare de Cernay (Haut-Rhin),false
Je vais à Gare de Langeac pour la première fois. Quelle est la durée du voyage depuis Gare de Erstein?,Gare de Erstein,Gare de Langeac,false
Je pars en voyage à Gare de Mende depuis Gare de Pontarlier. Quel est le meilleur moyen de transport?,Gare de Pontarlier,Gare de Mende,false
Je vais à Sarrebourg-Abri-Phalsbo pour la première fois. Quel est le meilleur moyen de transport depuis Gare de Sarrebourg-Abri-Phalsbo-St-Lazare?,Gare de Paris-St-Lazare,Sarrebourg-Abri-Phalsbo,false
Je vais à Gare de Limoux pour la première fois. Quel est le meilleur moyen de transport depuis Gare de Gardanne?,Gare de Gardanne,Gare de Limoux,false
Départ Gare de Lamballe arrivée Gare de Pagny-sur-Moselle,Gare de Lamballe,Gare de Pagny-sur-Moselle,false
Je ne sais pas quoi faire. Il me faut un moyen de transport allant à Aix-Gare-Routière depuis Moyen. Quels sont mes options?,Moyen,Aix-Gare-Routière,false
Guide moi pour le trajet de Gare de Dreux à Gare de Haguenau,Gare de Dreux,Gare de Haguenau,false
Je dois aller à Gare de Longages-Noé depuis Sedan-Place-Calonne. Quel est le meilleur moyen de transport?,Sedan-Place-Calonne,Gare de Longages-Noé,false
Je dois aller à Gare de Castelnaudary depuis Gare de Vorey. Quel est le meilleur moyen de transport?,Gare de Vorey,Gare de Castelnaudary,false
Je suis en train de planifier mon voyage de Le-Blanc-Pl-du-Bateau à Sedan-Place-Calonne. Quel est le meilleur itinéraire?,Le-Blanc-Pl-du-Bateau,Sedan-Place-Calonne,false
Je vais à Bitche-Camp pour la première fois. Quel est le meilleur moyen de transport depuis Gare de Sens?,Gare de Sens,Bitche-Camp,false
Je vais à Clion-sur-Indre pour la première fois. Quel est le meilleur moyen de transport depuis Gare de Langon?,Gare de Langon,Clion-sur-Indre,false
Je me demande comment je pourrais aller à Morez Lycée en partant de chez moi de Gare de St-Mariens-St-Yzan,Gare de St-Mariens-St-Yzan,Morez Lycée,false
Je vais à Gare de Grenoble pour la première fois. Quel est le meilleur moyen de transport depuis Gare de Hendaye?,Gare de Hendaye,Gare de Grenoble,false
Départ Gare de Loches arrivée La-Bresse (Pl Champtel),Gare de Loches,La-Bresse (Pl Champtel),false
Je pars d'Gare de Luxembourg et je me dirige à Gare de Mont-de-Marsan,Gare de Luxembourg,Gare de Mont-de-Marsan,false
Je veux partir de Gare de Albertville à Gare de Montpellier-Saint-Roch,Gare de Albertville,Gare de Montpellier-Saint-Roch,false
arrivée Gare de Feurs et départ Neufchateau-Lp,Neufchateau-Lp,Gare de Feurs,false
Je vais à Saverne-(Pl.-Dragons) pour la première fois. Quel est le meilleur moyen de transport depuis Haguenau-Moulin-Neuf.?,Haguenau-Moulin-Neuf.,Saverne-(Pl.-Dragons),false
Je suis à la recherche d'un moyen de transport pour aller de Gare de Autun à Châteauroux-Charmilles. Quelles sont mes options?,Gare de Autun,Châteauroux-Charmilles,false
Alexis lache cette bouteille je veux aller à Gare de Meroux en partant de Gare de Courtrai/Kortrijk,Gare de Courtrai/Kortrijk,Gare de Meroux,false
Je vais à Gare de Le-Verdon depuis Gare de Champagnole-PE-Victor. Quelle est la durée du voyage en train?,Gare de Champagnole-PE-Victor,Gare de Le-Verdon,false
Je suis à la recherche d'un moyen de transport pour aller de Saverne-(Pl.-Dragons) à Gare de St-Denis-près-Martel. Quelles sont mes options?,Saverne-(Pl.-Dragons),Gare de St-Denis-près-Martel,false
Je dois me rendre à Lyon-Perrache-Gare-Rout depuis Gare de Saarbrücken /Sarrebruck. Quel est le meilleur moyen de transport pour s'y rendre?,Gare de Saarbrücken /Sarrebruck,Lyon-Perrache-Gare-Rout,false
Je pars en voyage à Gare de Chartres depuis Kédange (Eglise). Quelle est la durée du voyage?,Kédange (Eglise),Gare de Chartres,false
Je vais à Gare de Carpentras en train depuis Gare de L'Aigle. Est-ce que tu sais combien de temps dure le trajet?,Gare de L'Aigle,Gare de Carpentras,false
J'irai bien à la Gare de St-Just-SNCF depuis la Gare de Rosporden,Gare de Rosporden,Gare de St-Just-SNCF,false
Je vais à Gare de Bédarieux pour la première fois. Quel est le meilleur moyen de transport depuis Gare de Auch?,Gare de Auch,Gare de Bédarieux,false
Je dois aller à Gare de Frasne depuis Gare de Mons. Quel est le meilleur moyen de transport?,Gare de Mons,Gare de Frasne,false
Je veux partir de Gare de Valence-Ville à Gare de Albens,Gare de Valence-Ville,Gare de Albens,false
Je vais à Gare de Sélestat pour la première fois. Quelle est la durée du voyage depuis Gare de Lyon-Gorge-de-Loup?,Gare de Lyon-Gorge-de-Loup,Gare de Sélestat,false
Je vais à Gare de Vendôme depuis St-Eloy. Quel est le meilleur moyen de transport pour s'y rendre?,St-Eloy,Gare de Vendôme,false
Quel est le meilleur itinéraire pour aller de Gare de Besançon-Franche-Comté à Gare de Hazebrouck,Gare de Besançon-Franche-Comté,Gare de Hazebrouck,false
Pourrissez en enfer la SNCF j'ai encore raté mon train de Gare de Souillac à St Christophe / Nais C.,Gare de Souillac,St Christophe / Nais C.,false
Je vais à Gare de Rodange pour la première fois. Quel est le meilleur moyen de transport depuis Gare de Calais Ville?,Gare de Calais Ville,Gare de Rodange,false
Je pars en voyage à Gare de St-Gilles-Croix-de-Vie depuis Liepvre-(-R.-GUTH-). Quelle est la durée du voyage?,Liepvre-(-R.-GUTH-),Gare de St-Gilles-Croix-de-Vie,false
Je vais à Gare de Esvres pour la première fois. Quel est le meilleur moyen de transport depuis Grenoble-Gare-Routière?,Grenoble-Gare-Routière,Gare de Esvres,false
Je vais à Châteauroux-Ly-B-Pascal depuis Gare de Montreux-Vieux. Quel est le meilleur moyen de transport pour s'y rendre?,Gare de Montreux-Vieux,Châteauroux-Ly-B-Pascal,false
Trajet Gare de Albert Gare de Port-de-Piles,Gare de Albert,Gare de Port-de-Piles,false
je veux un train pour aller a Gare de Sarreguemines en partant de Gare de Carmaux,Gare de Carmaux,Gare de Sarreguemines,false
Emmène moi de Gare de Epinal à Gare de Oissel,Gare de Epinal,Gare de Oissel,false
Je suis en train de planifier mon voyage de St-Martin-d'Hères à Gare de Génolhac. Quel est le meilleur itinéraire?,St-Martin-d'Hères,Gare de Génolhac,false
Je pars de Gare de St-Priest demain matin pour aller à Gare de Etaples Le Touquet. Quelqu'un peut-il me recommander un bon itinéraire?,Gare de St-Priest,Gare de Etaples Le Touquet,false
Je suis enfin en vacance.J'espere que mon train pour aller a Gare de Montmélian n'aura pas de soucis sachant que je part de la misérable Loudrefing,Loudrefing,Gare de Montmélian,false
Je dois aller à Gare de Bourg-St-Maurice depuis Gare de Paris Gare du Nord. Quel est le meilleur moyen de transport?,Gare de Paris Gare du Nord,Gare de Bourg-St-Maurice,false
Je viens de Châteauroux-Lycée-Agric et je me rends à Niedermodern/Uberach pour la première fois. Tu peux me conseiller un moyen de transport?,Châteauroux-Lycée-Agric,Niedermodern/Uberach,false
Comment dois-je m'y prendre pour aller de Sarre-Union à Gare de Lutzelbourg?,Sarre-Union,Gare de Lutzelbourg,false
Je vais à Gare de Muret pour la première fois. Quel est le meilleur moyen de transport depuis Gare de Ancenis?,Gare de Ancenis,Gare de Muret,false
Train entre Gare de Willer-sur-Thur et Gare de Gien,Gare de Willer-sur-Thur,Gare de Gien,false
Je viens de Pontgibaud-Ville et je me rends à Gare de Rosporden pour la première fois. Tu peux me conseiller un moyen de transport?,Pontgibaud-Ville,Gare de Rosporden,false
Je vais à Normandie - Gare de Mantes-la-Jolie pour la première fois. Quelle est la durée du voyage depuis Gare de Port-Boulet?,Gare de Port-Boulet,Normandie - Gare de Mantes-la-Jolie,false
Arrivée à Luçay-le-Male en partant de Gare de Oissel,Luçay-le-Male,Gare de Oissel,false
Je vais à Gare de Tarbes depuis Gare de Oloron-Ste-Marie. Quelle est la durée du voyage en train?,Gare de Oloron-Ste-Marie,Gare de Tarbes,false
Je pars de Gare de Millau demain matin pour aller à Gare de Strasbourg. Quelqu'un peut-il me recommander un bon itinéraire?,Gare de Millau,Gare de Strasbourg,false
Je dois aller à Gare de Ambérieu-en-Bugey depuis Gare de Auxonne. Quel est le meilleur moyen de transport?,Gare de Auxonne,Gare de Ambérieu-en-Bugey,false
Quel est le meilleur itinéraire pour aller de Gare de Lannion à Truyes-St-Blaise en passant par Nantes?,Gare de Lannion,Truyes-St-Blaise,false
Y'a t-il un train en direction de Gare de Carcassonne et partant de La Ferté-sur-Chiers,La Ferté-sur-Chiers,Gare de Carcassonne,false
Je suis en train de planifier mon voyage à Gare de Vittel depuis Gare de Montmédy. Quelle est la durée du voyage?,Gare de Montmédy,Gare de Vittel,false
Je pars en voyage à Gare de Paris-Montp.3-Vaug. depuis Gare de Hirson. Quel est le meilleur moyen de transport?,Gare de Hirson,Gare de Paris-Montp.3-Vaug.,false
Roanne-Gare-Routière à Gare de Château-Renault,Roanne-Gare-Routière,Gare de Château-Renault,false
Je pars de Gare de Paris-Bercy et je vais à Grenoble-Gare-Routière,Gare de Paris-Bercy,Grenoble-Gare-Routière,false
Je vais à Gare de Mussidan depuis La Chaise-Dieu. Quel est le meilleur moyen de transport pour s'y rendre?,La Chaise-Dieu,Gare de Mussidan,false
Le chemin le plus court pour Gare de Bellegarde-s-V. Gare depuis Laon-Gare-Routière-Poma?,Laon-Gare-Routière-Poma,Gare de Bellegarde-s-V. Gare,false
Je ne sais pas ce que je cherche.,Gare de Haguenau,Gare de St-Pierre-des-Corps,false
Quelle est le chemin le plus court pour faire Gare de Rosporden à Wambrechies,Gare de Rosporden,Wambrechies,false
Je suis en train de planifier mon voyage de Gare de Contrexéville à Gare de Tournai. Quel est le meilleur itinéraire?,Gare de Contrexéville,Gare de Tournai,false
Je pars en voyage à Gare de Paris-Gare-de-Lyon depuis Gare de Compiègne. Quel est le meilleur moyen de transport?,Gare de Compiègne,Gare de Paris-Gare-de-Lyon,false
Je vais à Gare de Biganos-Facture depuis Gare de Chamonix-Mont-Blanc. Quel est le meilleur moyen de transport pour s'y rendre?,Gare de Chamonix-Mont-Blanc,Gare de Biganos-Facture,false
Je pars de Gare de Vertaizon. Quel est le chemin le plus opti pour aller à Gare de Rang du Fl. Verton Ber.?,Gare de Vertaizon,Gare de Rang du Fl. Verton Ber.,false
Je vais à Gare de St-Raphaël-Valescure pour la première fois. Quel est le meilleur moyen de transport depuis Gare de Neuchâtel?,Gare de Neuchâtel,Gare de St-Raphaël-Valescure,false
Je pars pour Gare de Montauban-Ville-Bourbon demain. J'habite à Bourges-Gare-Routière,Bourges-Gare-Routière,Gare de Montauban-Ville-Bourbon,false
Avec toutes ces grève je pense que mon train de Gare de Ax-les-Thermes à Gare de Angers-St-Laud va être annulé,Gare de Ax-les-Thermes,Gare de Angers-St-Laud,false
Quelle est le chemin le plus court pour faire Gare de Le Creusot à Gare de Longages-Noé,Gare de Le Creusot,Gare de Longages-Noé,false
Je vais à Gare de Vic-le-Comte depuis Gare de WINDEN PFALZ. Quel est le meilleur moyen de transport pour s'y rendre?,Gare de WINDEN PFALZ,Gare de Vic-le-Comte,false
Je pars pour Gare de Bergerac demain. J'habite à Clion-sur-Indre,Clion-sur-Indre,Gare de Bergerac,false
Depart Gare de Revigny arrivée Brioude-Lycée-Lafayette,Gare de Revigny,Brioude-Lycée-Lafayette,false
Quel est le meilleur itinéraire pour aller de Gare de Lamure-sur-Azergues à Montargis-OT,Gare de Lamure-sur-Azergues,Montargis-OT,false
Je dois aller à Gare de Miramas depuis Gare de Lunel. Quel est le meilleur moyen de transport?,Gare de Lunel,Gare de Miramas,false
Je pars en voyage à Gare de Bergerac depuis Gare de Sarreguemines. Quel est le meilleur moyen de transport?,Gare de Sarreguemines,Gare de Bergerac,false
arrivée Gare de Bas-Monistrol en partant de Lyon-Perrache-Gare-Rout,Lyon-Perrache-Gare-Rout,Gare de Bas-Monistrol,false
Combien de temps pour un train partant de La-Bresse (Pl Champtel) à destination de Rambervillers (11 Nov)?,La-Bresse (Pl Champtel),Rambervillers (11 Nov),false
Je dois aller à Gare de Bening depuis Gare de Riom-Châtel-Guyon. Quel est le meilleur moyen de transport?,Gare de Riom-Châtel-Guyon,Gare de Bening,false
Quel est le meilleur itinéraire pour aller de Gare de Cerbère à Gare de Corbigny en passant par Nantes?,Gare de Cerbère,Gare de Corbigny,false
Comment dois-je m'y prendre pour aller de Gare de Vauvert à La Bresse Le Lispach?,Gare de Vauvert,La Bresse Le Lispach,false
Je ne sais pas si les grève vont impacté mon trajet habituelle de Gare de St-Chély-d'Apcher à Gare de St-Gervais-L-B-Le-Fayet,Gare de St-Chély-d'Apcher,Gare de St-Gervais-L-B-Le-Fayet,false
kali bigG Davi de Gare de Abancourt à Gare de Avignon-Centre,Gare de Abancourt,Gare de Avignon-Centre,false
Trajet Gare de Château-Renault Gare de Remiremont,Gare de Château-Renault,Gare de Remiremont,false
J'irai bien à la Gare de St-Pierre-le-Moûtier depuis la Marvejols Place Chayla,Marvejols Place Chayla,Gare de St-Pierre-le-Moûtier,false
Je suis en train de planifier mon voyage de Gare de Hendaye à Gare de Lyon-St-Paul. Quelle est la meilleure option de transport?,Gare de Hendaye,Gare de Lyon-St-Paul,false
J'irai bien à la Gare de Sedan depuis la Noirétable,Noirétable,Gare de Sedan,false
Je pars de Gare de Saarbrücken /Sarrebruck demain matin pour aller à Gare de Les Arcs-Draguignan. Quelqu'un peut-il me recommander un bon itinéraire?,Gare de Saarbrücken /Sarrebruck,Gare de Les Arcs-Draguignan,false
Je ne sais pas quoi faire. Il me faut un moyen de transport allant à Liepvre-(-R.-GUTH-) depuis Issoudun-Place-de-la-G.. Quels sont mes options?,Issoudun-Place-de-la-G.,Liepvre-(-R.-GUTH-),false
Je vais à Gare de Givors-Ville pour la première fois. Quel est le meilleur moyen de transport depuis Gare de Bayonne?,Gare de Bayonne,Gare de Givors-Ville,false
Depart Gare de Veigné arrivée Bouzonville,Gare de Veigné,Bouzonville,false
Je pars en voyage à Issoudun-Jardin depuis Gare de Chalon-sur-Saône. Quel est le meilleur moyen de transport?,Gare de Chalon-sur-Saône,Issoudun-Jardin,false
Quel est le meilleur itinéraire pour aller de Gare de Rang du Fl. Verton Ber. à Gare de Auxonne,Gare de Rang du Fl. Verton Ber.,Gare de Auxonne,false
Je souhaite partir pour Gare de Neuchâtel en partant de Gare de Colmar,Gare de Colmar,Gare de Neuchâtel,false
Combien de temps pour un train partant de Gare de Die à destination de Mirecourt?,Gare de Die,Mirecourt,false
Comment dois-je m'y prendre pour aller de Gare de Rodez à Gare de Paimpol,Gare de Rodez,Gare de Paimpol,false
Je me demande comment je pourrais aller à Gare de Moulins-sur-Allier en partant de chez moi de Gare de Foix,Gare de Foix,Gare de Moulins-sur-Allier,false
Je pars en voyage à Gare de L'Aigle depuis Gare de Le Dorat. Quel est le meilleur moyen de transport?,Gare de Le Dorat,Gare de L'Aigle,false
Putain ce téléphone fais que bugger la je veux juste aller de Niedermodern/Uberach à Gare de Orange c'est pas possible ça,Niedermodern/Uberach,Gare de Orange,false
Je pars d'Communay-Stade et je me dirige à Gare de Hagondange,Communay-Stade,Gare de Hagondange,false
Quel train va à Gare de Bettembourg depuis Gare de Tassin?,Gare de Tassin,Gare de Bettembourg,false
Je vais voir ma mère et mon pere a Gare de Culoz et je pars de Rouen-Gare-Routière,Rouen-Gare-Routière,Gare de Culoz,false
Je pars de Issoudun-Jardin et je vais à Gare de Sablé-sur-Sarthe,Issoudun-Jardin,Gare de Sablé-sur-Sarthe,false
Je vais à Gare de Mont-de-Marsan pour la première fois. Quel est le meilleur moyen de transport depuis Gare de Carhaix?,Gare de Carhaix,Gare de Mont-de-Marsan,false
Depart Sarralbe Centre arrivée Gare de St-Lô,Sarralbe Centre,Gare de St-Lô,false
Je pars en voyage à Gare de St-Jean-Pied-de-Port depuis Gare de Villedieu (Gare). Quelle est la durée du voyage?,Gare de Villedieu (Gare),Gare de St-Jean-Pied-de-Port,false
Comment dois-je m'y prendre pour aller de Gare de Longuyon à Gare de Vierzon?,Gare de Longuyon,Gare de Vierzon,false
arrivée Gare de Aillevillers et départ Gare de St-Gilles-Croix-de-Vie,Gare de St-Gilles-Croix-de-Vie,Gare de Aillevillers,false
Je pars de Laon-Gare-Routière-Poma pour aller à Gare de Meymac. Est-ce que tu connais un bon itinéraire?,Laon-Gare-Routière-Poma,Gare de Meymac,false
Je pars d'Gare de Villers-les-Pots et je me dirige à Gare de Auxerre-St-Gervais,Gare de Villers-les-Pots,Gare de Auxerre-St-Gervais,false
Je vais à Gare de Lunéville depuis Gare de Carhaix. Quel est le meilleur moyen de transport pour s'y rendre?,Gare de Carhaix,Gare de Lunéville,false
Je vais à Gare de Nice-Ville depuis Gare de Nogent-le-Rotrou. Quel est le meilleur moyen de transport pour s'y rendre?,Gare de Nogent-le-Rotrou,Gare de Nice-Ville,false
Je ne sais pas ce que je cherche.,Le-Blanc-Pl-du-Bateau,Gare de Mâcon-Ville,false
quel est le trajet le plus cours de Gare de Port-Boulet vers Gare de Antibes?,Gare de Port-Boulet,Gare de Antibes,false
Y'a t-il un train en direction de Gare de Volvic et partant de Gare de Lapeyrouse(Puy-de-Dôme),Gare de Lapeyrouse(Puy-de-Dôme),Gare de Volvic,false
Je dois aller à Bourges-Gare-Routière depuis Gare de Champagnole. Quel est le meilleur moyen de transport?,Gare de Champagnole,Bourges-Gare-Routière,false
Comment dois-je m'y prendre pour aller de Bourg-en-Bresse Gare R à Vire-Centre?,Bourg-en-Bresse Gare R,Vire-Centre,false
Je suis en train de planifier mon voyage de Gare de Limoges-Bénédictins à Gare de Bedous. Quel est le meilleur itinéraire?,Gare de Limoges-Bénédictins,Gare de Bedous,false
Je vais à Gare de Figeac depuis Gare de Lunéville. Quel est le meilleur moyen de transport pour s'y rendre?,Gare de Lunéville,Gare de Figeac,false
Je vais à Gare de Chartres en train depuis Gare de Neufchâteau. Est-ce que tu sais combien de temps dure le trajet?,Gare de Neufchâteau,Gare de Chartres,false
Emmène moi de Gare de Le Mans à Gare de Argenton-sur-Creuse,Gare de Le Mans,Gare de Argenton-sur-Creuse,false
arrivée Gare de Commentry en partant de Gare de La Rochelle-Ville,Gare de La Rochelle-Ville,Gare de Commentry,false
Je pars d'Gare de Veigné et je me dirige à Gare de Creil,Gare de Veigné,Gare de Creil,false
Je vais à Gare de Barr pour la première fois. Quelle est la durée du voyage depuis Grandris-Centre?,Grandris-Centre,Gare de Barr,false
Je vais à Gare de Obernai pour la première fois. Quel est le meilleur moyen de transport depuis St-Eloy?,St-Eloy,Gare de Obernai,false
Guide moi pour le trajet de Gare de Sélestat à Gare de Vif,Gare de Sélestat,Gare de Vif,false
Emmène moi de Gare de Lison à Gare de Belfort-Ville,Gare de Lison,Gare de Belfort-Ville,false
Je pars en voyage à Gare de Orléans depuis Lyon-St-Paul-Quai-Bondy. Quelle est la durée du voyage?,Lyon-St-Paul-Quai-Bondy,Gare de Orléans,false
Arrivée à Sarrebourg-Abri-Phalsbo en partant de Poule-Mairie,Sarrebourg-Abri-Phalsbo,Poule-Mairie,false
Je vais à St-Aignan-Lep depuis Gare de Bréauté-Beuzeville. Quel est le meilleur moyen de transport pour s'y rendre?,Gare de Bréauté-Beuzeville,St-Aignan-Lep,false
Je vais à Gare de Aubrais-(les) en train depuis Gare de Lesparre. Est-ce que tu sais combien de temps dure le trajet?,Gare de Lesparre,Gare de Aubrais-(les),false
Je vais à Gare de Issoudun depuis Gare de Monsempron-Libos. Quelle est la durée du voyage en train?,Gare de Monsempron-Libos,Gare de Issoudun,false
Je vais à Gare de St-Flour-Chaudes-Aigues depuis Gare de Neufchâteau. Quel est le meilleur moyen de transport pour s'y rendre?,Gare de Neufchâteau,Gare de St-Flour-Chaudes-Aigues,false
Je viens de Bourg-Achard Champ de F et je me rends à Gare de Niort pour la première fois. Tu peux me conseiller un moyen de transport?,Bourg-Achard Champ de F,Gare de Niort,false
